assessment_id,employee_id,skill,proficiency_level,self_rated,manager_rated,assessed_date
ASS000822,EMP0183,Agile,Beginner,2,2.0,2026-03-15
ASS000823,EMP0183,Power BI,Advanced,1,1.0,2026-01-20
ASS000824,EMP0183,Azure,Expert,4,5.0,2026-02-12
ASS000825,EMP0183,Sales,Expert,5,,2026-02-01
ASS000826,EMP0183,Compliance,Advanced,3,3.0,2026-04-21
ASS000827,EMP0183,Excel,Expert,4,3.0,2026-05-20
ASS000828,EMP0184,Data Analysis,Advanced,3,,2026-05-03
ASS000829,EMP0184,Communication,Intermediate,4,4.0,2026-04-17
ASS000830,EMP0184,Agile,Expert,3,5.0,2026-01-31
ASS000831,EMP0184,Sales,Intermediate,4,2.0,2026-03-12
ASS000832,EMP0184,Python,Beginner,3,3.0,2026-03-05
ASS000833,EMP0184,Negotiation,Advanced,2,3.0,2026-01-14
ASS000834,EMP0185,Python,Beginner,5,3.0,2026-03-10
ASS000835,EMP0185,Excel,Beginner,3,,2026-01-28
ASS000836,EMP0185,Power BI,Advanced,1,1.0,2026-04-01
ASS000837,EMP0186,Leadership,Beginner,2,,2026-05-31
ASS000838,EMP0186,Sales,Advanced,1,3.0,2026-01-16
ASS000839,EMP0186,Compliance,Intermediate,2,5.0,2026-05-29
ASS000840,EMP0186,Python,Expert,4,2.0,2026-01-16
ASS000841,EMP0186,Agile,Expert,5,1.0,2026-05-11
ASS000842,EMP0186,Communication,Advanced,2,,2026-03-27
ASS000843,EMP0186,Finance,Beginner,1,5.0,2026-04-10
ASS000844,EMP0187,Negotiation,Beginner,1,2.0,2026-04-07
ASS000845,EMP0187,Compliance,Beginner,5,,2026-03-10
ASS000846,EMP0187,Project Management,Advanced,5,4.0,2026-02-19
ASS000847,EMP0189,Machine Learning,Advanced,5,1.0,2026-01-02
ASS000848,EMP0189,Python,Advanced,2,5.0,2026-05-20
ASS000849,EMP0189,Leadership,Intermediate,1,1.0,2026-04-12
ASS000850,EMP0189,Power BI,Expert,4,3.0,2026-01-04
ASS000851,EMP0189,Project Management,Intermediate,1,1.0,2026-04-06
ASS000852,EMP0189,Compliance,Intermediate,2,,2026-03-28
ASS000853,EMP0189,Negotiation,Expert,3,2.0,2026-05-20
ASS000854,EMP0190,SQL,Advanced,2,,2026-01-05
ASS000855,EMP0190,Excel,Expert,3,,2025-12-28
ASS000856,EMP0190,Project Management,Intermediate,4,3.0,2026-02-26
ASS000857,EMP0190,Azure,Beginner,2,,2026-02-27
ASS000858,EMP0190,Power BI,Beginner,4,3.0,2026-03-20
ASS000859,EMP0190,Python,Beginner,4,3.0,2026-03-09
ASS000860,EMP0192,Leadership,Intermediate,1,4.0,2026-04-12
ASS000861,EMP0192,Agile,Expert,1,,2026-05-01
ASS000862,EMP0192,Power BI,Advanced,1,,2026-06-02
ASS000863,EMP0192,Communication,Advanced,4,1.0,2026-03-04
ASS000864,EMP0192,Project Management,Beginner,3,1.0,2026-05-10
ASS000865,EMP0193,Power BI,Beginner,4,5.0,2026-01-19
ASS000866,EMP0193,SQL,Intermediate,2,2.0,2026-04-02
ASS000867,EMP0193,Negotiation,Intermediate,2,,2026-05-28
ASS000868,EMP0194,Excel,Advanced,1,4.0,2026-02-13
ASS000869,EMP0194,Data Analysis,Expert,1,5.0,2026-02-07
ASS000870,EMP0194,Agile,Intermediate,2,5.0,2026-01-24
ASS000871,EMP0194,Negotiation,Beginner,2,,2026-02-26
ASS000872,EMP0194,Machine Learning,Advanced,4,3.0,2026-04-12
ASS000873,EMP0195,Leadership,Beginner,1,3.0,2026-03-27
ASS000874,EMP0195,Negotiation,Beginner,3,,2026-04-08
ASS000875,EMP0195,SQL,Intermediate,2,,2026-05-10
ASS000876,EMP0195,Machine Learning,Advanced,2,,2026-03-02
ASS000877,EMP0195,Python,Intermediate,2,,2026-03-15
ASS000878,EMP0195,Power BI,Advanced,3,,2026-04-26
ASS000879,EMP0195,Sales,Beginner,1,5.0,2026-06-04
ASS000880,EMP0195,Excel,Advanced,1,3.0,2026-01-25
ASS000881,EMP0196,Agile,Beginner,4,,2026-05-05
ASS000882,EMP0196,Project Management,Advanced,4,,2026-05-19
ASS000883,EMP0196,Python,Intermediate,3,5.0,2026-01-13
ASS000884,EMP0196,Sales,Intermediate,2,5.0,2026-05-05
ASS000885,EMP0196,Negotiation,Expert,1,5.0,2026-02-22
ASS000886,EMP0196,Power BI,Expert,5,,2026-02-23
ASS000887,EMP0197,Project Management,Intermediate,5,,2026-05-08
ASS000888,EMP0197,Leadership,Beginner,1,3.0,2026-06-02
ASS000889,EMP0197,Python,Beginner,4,5.0,2026-01-17
ASS000890,EMP0197,Compliance,Intermediate,1,2.0,2026-06-02
ASS000891,EMP0197,Machine Learning,Expert,3,1.0,2026-03-22
ASS000892,EMP0197,SQL,Advanced,3,,2026-02-17
ASS000893,EMP0197,Agile,Advanced,3,3.0,2026-04-01
ASS000894,EMP0198,Agile,Beginner,4,4.0,2026-05-28
ASS000895,EMP0198,Compliance,Advanced,1,4.0,2026-01-15
ASS000896,EMP0198,Leadership,Beginner,4,3.0,2026-03-04
ASS000897,EMP0198,Project Management,Intermediate,2,5.0,2026-04-18
ASS000898,EMP0199,Communication,Expert,1,,2026-03-06
ASS000899,EMP0199,Python,Beginner,1,,2026-04-08
ASS000900,EMP0199,Finance,Intermediate,4,5.0,2026-04-16
ASS000901,EMP0199,Power BI,Beginner,5,,2026-04-01
ASS000902,EMP0200,Compliance,Expert,1,,2026-01-18
ASS000903,EMP0200,Data Analysis,Intermediate,4,2.0,2026-03-23
ASS000904,EMP0200,SQL,Beginner,3,5.0,2026-03-11
ASS000905,EMP0201,Compliance,Expert,2,5.0,2026-01-05
ASS000906,EMP0201,Project Management,Beginner,1,4.0,2026-04-16
ASS000907,EMP0201,Agile,Expert,3,4.0,2026-03-08
ASS000908,EMP0201,Python,Intermediate,3,3.0,2026-02-25
ASS000909,EMP0201,SQL,Beginner,5,2.0,2025-12-18
ASS000910,EMP0201,Excel,Advanced,1,3.0,2026-02-27
ASS000911,EMP0202,Compliance,Expert,3,5.0,2026-01-14
ASS000912,EMP0202,Negotiation,Advanced,1,,2026-02-18
ASS000913,EMP0202,Machine Learning,Beginner,4,3.0,2026-05-31
ASS000914,EMP0202,Agile,Expert,4,,2026-03-26
ASS000915,EMP0203,Data Analysis,Beginner,4,3.0,2026-03-20
ASS000916,EMP0203,Power BI,Expert,3,5.0,2026-01-26
ASS000917,EMP0203,Negotiation,Advanced,5,3.0,2026-04-17
ASS000918,EMP0204,Excel,Beginner,2,1.0,2026-05-24
ASS000919,EMP0204,Azure,Beginner,5,,2026-04-25
ASS000920,EMP0204,Data Analysis,Expert,3,5.0,2026-01-04
ASS000921,EMP0204,Compliance,Intermediate,4,1.0,2026-04-02
ASS000922,EMP0204,Leadership,Beginner,5,5.0,2026-04-02
ASS000923,EMP0204,Communication,Intermediate,2,1.0,2026-01-21
ASS000924,EMP0204,Project Management,Beginner,2,4.0,2026-03-29
ASS000925,EMP0205,Python,Intermediate,5,4.0,2026-02-22
ASS000926,EMP0205,Leadership,Intermediate,2,3.0,2026-01-15
ASS000927,EMP0205,Sales,Expert,2,,2026-04-06
ASS000928,EMP0205,Communication,Advanced,5,3.0,2026-03-14
ASS000929,EMP0206,SQL,Advanced,3,,2026-01-25
ASS000930,EMP0206,Agile,Intermediate,2,,2026-01-23
ASS000931,EMP0206,Power BI,Beginner,4,5.0,2026-03-05
ASS000932,EMP0206,Data Analysis,Advanced,1,5.0,2026-04-16
ASS000933,EMP0206,Finance,Advanced,4,1.0,2026-02-10
ASS000934,EMP0206,Communication,Advanced,4,4.0,2026-05-01
ASS000935,EMP0206,Azure,Expert,5,,2026-02-07
ASS000936,EMP0207,SQL,Intermediate,3,2.0,2026-02-17
ASS000937,EMP0207,Power BI,Intermediate,5,1.0,2025-12-24
ASS000938,EMP0207,Sales,Advanced,4,5.0,2026-01-07
ASS000939,EMP0207,Excel,Expert,2,,2026-02-02
ASS000940,EMP0208,Python,Expert,3,2.0,2026-05-31
ASS000941,EMP0208,Negotiation,Advanced,2,,2025-12-30
ASS000942,EMP0208,Finance,Expert,5,4.0,2025-12-12
ASS000943,EMP0208,Azure,Advanced,3,,2026-04-01
ASS000944,EMP0208,Communication,Advanced,2,5.0,2026-04-15
ASS000945,EMP0208,Machine Learning,Advanced,3,1.0,2026-05-13
ASS000946,EMP0208,Leadership,Beginner,1,,2026-05-27
ASS000947,EMP0210,Finance,Intermediate,3,,2026-04-04
ASS000948,EMP0210,Negotiation,Intermediate,1,1.0,2026-01-01
ASS000949,EMP0210,Machine Learning,Beginner,5,5.0,2026-03-02
ASS000950,EMP0210,Project Management,Beginner,2,5.0,2026-01-28
ASS000951,EMP0210,Excel,Advanced,4,3.0,2026-01-21
ASS000952,EMP0210,Agile,Advanced,5,1.0,2025-12-31
ASS000953,EMP0211,Leadership,Beginner,2,,2026-02-21
ASS000954,EMP0211,Negotiation,Expert,1,4.0,2026-02-05
ASS000955,EMP0211,Project Management,Intermediate,4,,2026-05-22
ASS000956,EMP0212,Agile,Beginner,2,2.0,2026-02-15
ASS000957,EMP0212,Leadership,Advanced,4,2.0,2026-01-08
ASS000958,EMP0212,Excel,Intermediate,5,,2026-03-16
ASS000959,EMP0212,Communication,Beginner,4,,2026-02-06
ASS000960,EMP0212,Power BI,Intermediate,3,1.0,2026-06-07
ASS000961,EMP0214,Agile,Expert,1,2.0,2026-06-09
ASS000962,EMP0214,Leadership,Beginner,1,3.0,2026-01-01
ASS000963,EMP0214,Excel,Expert,2,1.0,2026-01-30
ASS000964,EMP0214,Project Management,Beginner,2,,2026-01-13
ASS000965,EMP0214,Sales,Intermediate,3,4.0,2026-02-15
ASS000966,EMP0214,Python,Expert,1,1.0,2026-06-05
ASS000967,EMP0214,Machine Learning,Advanced,4,,2026-05-21
ASS000968,EMP0215,Data Analysis,Advanced,1,,2026-04-21
ASS000969,EMP0215,Negotiation,Intermediate,4,1.0,2026-01-07
ASS000970,EMP0215,Leadership,Advanced,5,1.0,2026-02-13
ASS000971,EMP0217,Negotiation,Beginner,3,5.0,2026-01-13
ASS000972,EMP0217,Finance,Beginner,3,,2026-05-16
ASS000973,EMP0217,Leadership,Advanced,5,,2025-12-28
ASS000974,EMP0217,Data Analysis,Beginner,1,2.0,2026-04-01
ASS000975,EMP0217,SQL,Advanced,5,,2026-01-01
ASS000976,EMP0217,Project Management,Advanced,1,2.0,2026-05-18
ASS000977,EMP0218,Leadership,Beginner,3,4.0,2026-02-11
ASS000978,EMP0218,Negotiation,Intermediate,1,2.0,2026-05-19
ASS000979,EMP0218,Compliance,Beginner,1,1.0,2026-01-10
ASS000980,EMP0218,Communication,Beginner,5,3.0,2026-04-26
ASS000981,EMP0218,Machine Learning,Advanced,4,5.0,2026-03-21
ASS000982,EMP0218,Sales,Expert,4,3.0,2026-03-27
ASS000983,EMP0218,Azure,Beginner,5,,2026-01-16
ASS000984,EMP0219,SQL,Expert,3,5.0,2026-01-04
ASS000985,EMP0219,Azure,Advanced,2,1.0,2026-03-30
ASS000986,EMP0219,Sales,Beginner,1,,2025-12-23
ASS000987,EMP0219,Communication,Advanced,2,,2026-02-19
ASS000988,EMP0219,Project Management,Expert,5,2.0,2026-02-05
ASS000989,EMP0219,Leadership,Intermediate,5,,2026-04-29
ASS000990,EMP0219,Agile,Beginner,2,,2026-05-01
ASS000991,EMP0220,Agile,Intermediate,1,3.0,2026-01-28
ASS000992,EMP0220,Excel,Advanced,2,,2026-03-03
ASS000993,EMP0220,Communication,Expert,1,4.0,2026-02-24
ASS000994,EMP0220,Power BI,Beginner,3,5.0,2026-06-07
ASS000995,EMP0220,Finance,Intermediate,5,4.0,2026-04-14
ASS000996,EMP0220,Project Management,Expert,4,3.0,2025-12-21
ASS000997,EMP0220,SQL,Expert,4,1.0,2025-12-19
ASS000998,EMP0220,Azure,Expert,3,,2026-02-06
ASS000999,EMP0221,Python,Expert,2,,2026-03-11
ASS001000,EMP0221,Agile,Intermediate,3,,2026-03-05
ASS001001,EMP0221,Azure,Advanced,3,4.0,2026-05-05
ASS001002,EMP0221,Finance,Intermediate,5,,2026-05-24
ASS001003,EMP0221,Compliance,Expert,2,3.0,2026-04-26
ASS001004,EMP0221,Leadership,Intermediate,2,1.0,2026-05-16
ASS001005,EMP0221,SQL,Intermediate,5,4.0,2026-04-16
ASS001006,EMP0221,Sales,Intermediate,2,4.0,2026-03-28
ASS001007,EMP0223,Communication,Advanced,4,2.0,2025-12-26
ASS001008,EMP0223,Data Analysis,Advanced,5,,2026-05-19
ASS001009,EMP0223,Python,Beginner,4,5.0,2026-01-16
ASS001010,EMP0223,Project Management,Beginner,2,3.0,2026-04-27
ASS001011,EMP0223,Finance,Expert,1,4.0,2026-05-26
ASS001012,EMP0223,Excel,Beginner,4,1.0,2026-04-30
ASS001013,EMP0223,Power BI,Advanced,5,,2026-04-02
ASS001014,EMP0223,Azure,Expert,2,4.0,2026-02-22
ASS001015,EMP0224,Communication,Beginner,3,3.0,2025-12-25
ASS001016,EMP0224,Negotiation,Advanced,5,,2026-02-19
ASS001017,EMP0224,Agile,Advanced,2,,2026-02-21
ASS001018,EMP0224,Power BI,Advanced,3,,2026-05-19
ASS001019,EMP0224,SQL,Intermediate,1,5.0,2025-12-24
ASS001020,EMP0224,Azure,Advanced,3,,2026-03-01
ASS001021,EMP0224,Data Analysis,Intermediate,3,,2026-05-05
ASS001022,EMP0225,Agile,Beginner,2,4.0,2026-01-25
ASS001023,EMP0225,SQL,Expert,3,1.0,2026-05-26
ASS001024,EMP0225,Python,Advanced,1,,2026-03-16
ASS001025,EMP0225,Machine Learning,Intermediate,4,2.0,2026-01-07
ASS001026,EMP0225,Communication,Intermediate,3,,2026-05-28
ASS001027,EMP0225,Project Management,Expert,5,4.0,2026-05-29
ASS001028,EMP0225,Excel,Beginner,2,2.0,2026-01-22
ASS001029,EMP0225,Leadership,Beginner,2,4.0,2025-12-23
ASS001030,EMP0226,Compliance,Advanced,4,3.0,2026-05-30
ASS001031,EMP0226,Machine Learning,Intermediate,1,,2026-01-11
ASS001032,EMP0226,Sales,Expert,3,4.0,2026-01-27
ASS001033,EMP0226,Negotiation,Expert,2,,2026-02-08
ASS001034,EMP0226,Agile,Intermediate,2,1.0,2026-06-03
ASS001035,EMP0226,Azure,Beginner,5,2.0,2026-01-27
ASS001036,EMP0226,Leadership,Beginner,4,3.0,2026-05-12
ASS001037,EMP0227,Agile,Beginner,5,2.0,2026-04-27
ASS001038,EMP0227,Excel,Expert,3,3.0,2026-04-29
ASS001039,EMP0227,Sales,Beginner,1,2.0,2025-12-24
ASS001040,EMP0227,Python,Intermediate,3,,2026-01-29
ASS001041,EMP0227,Negotiation,Beginner,5,,2025-12-20
ASS001042,EMP0227,Azure,Intermediate,5,,2026-03-03
ASS001043,EMP0227,Data Analysis,Beginner,4,4.0,2026-03-24
ASS001044,EMP0228,Sales,Advanced,5,4.0,2026-05-27
ASS001045,EMP0228,Finance,Beginner,2,1.0,2026-02-03
ASS001046,EMP0228,Agile,Intermediate,3,3.0,2026-01-21
ASS001047,EMP0228,Azure,Intermediate,3,1.0,2025-12-19
ASS001048,EMP0228,Power BI,Expert,3,,2025-12-20
ASS001049,EMP0228,SQL,Beginner,3,1.0,2025-12-24
ASS001050,EMP0229,Sales,Intermediate,1,,2026-02-20
ASS001051,EMP0229,Excel,Advanced,4,2.0,2025-12-20
ASS001052,EMP0229,SQL,Expert,2,2.0,2026-04-22
ASS001053,EMP0231,Machine Learning,Expert,2,4.0,2026-02-22
ASS001054,EMP0231,Leadership,Beginner,5,5.0,2026-06-02
ASS001055,EMP0231,Communication,Expert,5,4.0,2026-03-16
ASS001056,EMP0231,Negotiation,Expert,4,3.0,2026-05-28
ASS001057,EMP0232,Azure,Expert,1,,2026-01-21
ASS001058,EMP0232,Data Analysis,Beginner,5,2.0,2026-04-09
ASS001059,EMP0232,Project Management,Expert,2,,2026-03-19
ASS001060,EMP0233,Azure,Advanced,3,5.0,2026-03-01
ASS001061,EMP0233,Python,Beginner,4,2.0,2026-02-03
ASS001062,EMP0233,Excel,Beginner,5,1.0,2026-03-18
ASS001063,EMP0233,Leadership,Expert,3,1.0,2026-01-28
ASS001064,EMP0233,SQL,Beginner,3,3.0,2026-03-20
ASS001065,EMP0233,Machine Learning,Advanced,5,,2026-03-31
ASS001066,EMP0235,Finance,Advanced,2,2.0,2025-12-17
ASS001067,EMP0235,Data Analysis,Advanced,3,5.0,2026-01-17
ASS001068,EMP0235,Sales,Intermediate,5,,2025-12-27
ASS001069,EMP0236,Machine Learning,Expert,4,,2025-12-22
ASS001070,EMP0236,Leadership,Expert,1,2.0,2026-03-10
ASS001071,EMP0236,Excel,Advanced,2,,2026-06-03
ASS001072,EMP0236,Python,Advanced,3,3.0,2026-04-30
ASS001073,EMP0236,Communication,Advanced,2,3.0,2026-02-04
ASS001074,EMP0236,Azure,Beginner,4,5.0,2026-04-28
ASS001075,EMP0236,Data Analysis,Expert,4,5.0,2026-05-30
ASS001076,EMP0236,Compliance,Intermediate,2,1.0,2026-05-08
ASS001077,EMP0237,Negotiation,Intermediate,1,1.0,2026-05-09
ASS001078,EMP0237,Python,Advanced,4,1.0,2026-01-04
ASS001079,EMP0237,Project Management,Intermediate,3,4.0,2026-02-20
ASS001080,EMP0238,Project Management,Expert,4,5.0,2026-03-02
ASS001081,EMP0238,Data Analysis,Advanced,3,,2026-03-05
ASS001082,EMP0238,Negotiation,Intermediate,3,4.0,2025-12-23
ASS001083,EMP0238,Python,Advanced,5,4.0,2025-12-27
ASS001084,EMP0238,Excel,Beginner,1,5.0,2026-03-11
ASS001085,EMP0238,SQL,Expert,1,,2026-01-10
ASS001086,EMP0238,Finance,Advanced,4,3.0,2026-04-18
ASS001087,EMP0238,Sales,Advanced,2,1.0,2026-03-11
ASS001088,EMP0239,Power BI,Expert,5,5.0,2026-05-30
ASS001089,EMP0239,Excel,Expert,3,1.0,2026-05-07
ASS001090,EMP0239,Communication,Intermediate,1,,2026-01-24
ASS001091,EMP0239,Sales,Beginner,4,5.0,2026-05-31
ASS001092,EMP0240,Data Analysis,Expert,1,,2026-03-23
ASS001093,EMP0240,Machine Learning,Beginner,1,2.0,2025-12-22
ASS001094,EMP0240,Compliance,Beginner,5,3.0,2026-01-28
ASS001095,EMP0240,Power BI,Intermediate,2,,2026-01-31
ASS001096,EMP0240,Excel,Advanced,4,1.0,2026-03-20
ASS001097,EMP0240,Communication,Beginner,2,5.0,2025-12-27
ASS001098,EMP0240,Negotiation,Expert,1,,2026-02-02
ASS001099,EMP0240,Sales,Intermediate,4,,2026-05-02
ASS001100,EMP0241,Leadership,Expert,3,,2026-05-18
ASS001101,EMP0241,Communication,Advanced,2,3.0,2025-12-29
ASS001102,EMP0241,Finance,Intermediate,2,,2026-05-20
ASS001103,EMP0241,Sales,Advanced,3,,2025-12-24
ASS001104,EMP0242,Machine Learning,Intermediate,1,4.0,2025-12-31
ASS001105,EMP0242,Compliance,Intermediate,4,2.0,2025-12-21
ASS001106,EMP0242,Python,Beginner,3,2.0,2025-12-26
ASS001107,EMP0243,Excel,Intermediate,5,,2026-01-06
ASS001108,EMP0243,Agile,Advanced,4,,2026-05-22
ASS001109,EMP0243,Power BI,Expert,1,3.0,2026-04-20
ASS001110,EMP0243,Sales,Advanced,3,4.0,2026-05-14
ASS001111,EMP0243,Communication,Beginner,5,,2026-05-21
ASS001112,EMP0243,Project Management,Advanced,3,,2026-05-08
ASS001113,EMP0243,Azure,Advanced,5,4.0,2026-03-24
ASS001114,EMP0243,Leadership,Intermediate,5,5.0,2026-01-01
ASS001115,EMP0244,Compliance,Beginner,2,2.0,2026-01-18
ASS001116,EMP0244,Machine Learning,Advanced,5,2.0,2026-05-20
ASS001117,EMP0244,Agile,Advanced,5,,2026-01-20
ASS001118,EMP0244,Sales,Advanced,2,1.0,2026-02-14
ASS001119,EMP0244,Excel,Beginner,4,4.0,2026-04-29
ASS001120,EMP0246,Data Analysis,Advanced,3,3.0,2026-01-15
ASS001121,EMP0246,SQL,Advanced,4,4.0,2026-01-29
ASS001122,EMP0246,Machine Learning,Advanced,3,3.0,2026-05-14
ASS001123,EMP0246,Sales,Intermediate,1,3.0,2026-05-17
ASS001124,EMP0246,Negotiation,Beginner,1,4.0,2026-03-31
ASS001125,EMP0246,Project Management,Intermediate,4,,2026-03-05
ASS001126,EMP0246,Azure,Intermediate,4,3.0,2026-05-16
ASS001127,EMP0246,Leadership,Intermediate,4,2.0,2026-05-12
ASS001128,EMP0247,Leadership,Intermediate,1,,2026-05-24
ASS001129,EMP0247,Sales,Advanced,1,3.0,2026-01-29
ASS001130,EMP0247,Excel,Advanced,2,1.0,2025-12-29
ASS001131,EMP0247,Compliance,Expert,1,5.0,2026-05-26
ASS001132,EMP0247,Communication,Intermediate,2,3.0,2026-03-12
ASS001133,EMP0247,Python,Beginner,4,4.0,2026-01-06
ASS001134,EMP0247,SQL,Advanced,1,3.0,2026-01-19
ASS001135,EMP0249,Sales,Beginner,2,,2025-12-22
ASS001136,EMP0249,Communication,Intermediate,5,,2026-04-21
ASS001137,EMP0249,Finance,Advanced,3,4.0,2026-03-29
ASS001138,EMP0250,Leadership,Advanced,5,3.0,2026-02-14
ASS001139,EMP0250,Power BI,Advanced,5,3.0,2026-04-28
ASS001140,EMP0250,Sales,Advanced,4,1.0,2026-01-14
ASS001141,EMP0250,Azure,Expert,2,4.0,2026-04-28
ASS001142,EMP0250,Communication,Advanced,2,1.0,2026-03-24
ASS001143,EMP0250,SQL,Intermediate,2,3.0,2026-06-04
ASS001144,EMP0250,Project Management,Beginner,2,,2026-01-21
ASS001145,EMP0252,Compliance,Expert,4,3.0,2026-04-28
ASS001146,EMP0252,Sales,Beginner,3,3.0,2026-05-01
ASS001147,EMP0252,Power BI,Expert,3,1.0,2025-12-27
ASS001148,EMP0252,Project Management,Intermediate,5,5.0,2025-12-26
ASS001149,EMP0252,Communication,Beginner,1,2.0,2026-04-27
ASS001150,EMP0252,SQL,Intermediate,5,2.0,2025-12-18
ASS001151,EMP0254,Finance,Advanced,2,5.0,2026-04-29
ASS001152,EMP0254,Sales,Intermediate,4,4.0,2026-03-16
ASS001153,EMP0254,Excel,Expert,3,,2026-04-11
ASS001154,EMP0254,Compliance,Intermediate,3,2.0,2026-06-06
ASS001155,EMP0254,Negotiation,Intermediate,4,,2026-05-13
ASS001156,EMP0254,Leadership,Intermediate,4,2.0,2026-04-08
ASS001157,EMP0255,Finance,Beginner,1,,2026-02-23
ASS001158,EMP0255,Negotiation,Beginner,4,2.0,2025-12-24
ASS001159,EMP0255,Machine Learning,Advanced,2,3.0,2026-04-25
ASS001160,EMP0255,Power BI,Expert,5,4.0,2026-05-13
ASS001161,EMP0255,SQL,Advanced,2,1.0,2026-02-19
ASS001162,EMP0255,Leadership,Advanced,4,,2025-12-16
ASS001163,EMP0256,Power BI,Intermediate,1,2.0,2025-12-17
ASS001164,EMP0256,Python,Advanced,1,2.0,2026-05-23
ASS001165,EMP0256,Data Analysis,Intermediate,4,2.0,2025-12-31
ASS001166,EMP0256,Machine Learning,Intermediate,5,2.0,2026-06-02
ASS001167,EMP0256,Finance,Advanced,1,5.0,2026-02-15
ASS001168,EMP0258,Agile,Expert,3,1.0,2026-03-23
ASS001169,EMP0258,Finance,Intermediate,4,1.0,2025-12-11
ASS001170,EMP0258,Power BI,Beginner,4,,2025-12-16
ASS001171,EMP0259,Sales,Advanced,3,,2026-04-06
ASS001172,EMP0259,Agile,Advanced,5,1.0,2026-01-06
ASS001173,EMP0259,Project Management,Intermediate,2,,2026-02-13
ASS001174,EMP0259,SQL,Expert,3,,2026-02-19
ASS001175,EMP0259,Power BI,Expert,5,,2026-01-12
ASS001176,EMP0259,Negotiation,Intermediate,1,5.0,2026-03-23
ASS001177,EMP0259,Data Analysis,Beginner,4,5.0,2026-02-04
ASS001178,EMP0261,Project Management,Intermediate,3,,2026-01-23
ASS001179,EMP0261,Leadership,Beginner,1,5.0,2026-03-03
ASS001180,EMP0261,Python,Expert,3,4.0,2026-02-12
ASS001181,EMP0262,Sales,Advanced,5,3.0,2026-02-14
ASS001182,EMP0262,Data Analysis,Beginner,3,4.0,2026-01-14
ASS001183,EMP0262,Leadership,Intermediate,4,3.0,2026-04-21
ASS001184,EMP0262,Python,Expert,2,5.0,2026-03-04
ASS001185,EMP0262,Machine Learning,Advanced,1,1.0,2026-02-05
ASS001186,EMP0263,Power BI,Beginner,3,2.0,2026-01-01
ASS001187,EMP0263,Python,Expert,4,,2026-01-18
ASS001188,EMP0263,Excel,Advanced,5,5.0,2026-06-05
ASS001189,EMP0263,Azure,Advanced,1,4.0,2026-03-08
ASS001190,EMP0263,Sales,Advanced,1,5.0,2026-04-20
ASS001191,EMP0263,Data Analysis,Expert,5,3.0,2026-03-24
ASS001192,EMP0263,Finance,Advanced,4,,2025-12-26
ASS001193,EMP0263,Leadership,Beginner,1,4.0,2026-03-10
ASS001194,EMP0264,Power BI,Advanced,2,1.0,2025-12-25
ASS001195,EMP0264,Communication,Intermediate,3,1.0,2026-03-05
ASS001196,EMP0264,Excel,Advanced,3,5.0,2026-03-22
ASS001197,EMP0264,SQL,Intermediate,3,4.0,2026-03-27
ASS001198,EMP0264,Data Analysis,Beginner,3,3.0,2025-12-19
ASS001199,EMP0264,Project Management,Expert,5,,2026-02-16
ASS001200,EMP0264,Azure,Beginner,5,3.0,2026-02-25
ASS001201,EMP0264,Machine Learning,Intermediate,4,5.0,2026-01-07
ASS001202,EMP0265,Compliance,Intermediate,2,2.0,2026-02-15
ASS001203,EMP0265,Finance,Expert,1,,2026-02-25
ASS001204,EMP0265,Agile,Expert,2,2.0,2026-05-26
ASS001205,EMP0266,Python,Expert,5,3.0,2026-05-13
ASS001206,EMP0266,Agile,Beginner,3,,2026-04-27
ASS001207,EMP0266,Data Analysis,Advanced,2,4.0,2026-02-23
ASS001208,EMP0266,Leadership,Beginner,1,1.0,2026-05-30
ASS001209,EMP0267,Agile,Expert,5,,2026-01-20
ASS001210,EMP0267,Project Management,Beginner,2,3.0,2025-12-25
ASS001211,EMP0267,Finance,Intermediate,4,2.0,2026-01-04
ASS001212,EMP0267,Data Analysis,Advanced,4,5.0,2026-02-01
ASS001213,EMP0267,Azure,Expert,4,1.0,2026-05-03
ASS001214,EMP0268,Finance,Advanced,4,,2026-02-03
ASS001215,EMP0268,Python,Intermediate,2,1.0,2025-12-21
ASS001216,EMP0268,Communication,Advanced,5,,2026-05-28
ASS001217,EMP0268,Compliance,Expert,3,3.0,2026-01-18
ASS001218,EMP0268,Negotiation,Expert,5,4.0,2026-01-26
ASS001219,EMP0268,Project Management,Expert,4,,2025-12-26
ASS001220,EMP0269,Agile,Beginner,3,,2026-02-22
ASS001221,EMP0269,Project Management,Expert,4,,2026-01-09
ASS001222,EMP0269,Negotiation,Advanced,5,3.0,2025-12-24
ASS001223,EMP0269,Compliance,Advanced,2,3.0,2026-05-31
ASS001224,EMP0269,Excel,Intermediate,1,,2026-05-01
ASS001225,EMP0272,Machine Learning,Intermediate,1,2.0,2026-01-20
ASS001226,EMP0272,Data Analysis,Intermediate,5,5.0,2026-06-03
ASS001227,EMP0272,Compliance,Intermediate,1,1.0,2025-12-14
ASS001228,EMP0272,Project Management,Expert,1,,2026-01-07
ASS001229,EMP0272,Power BI,Beginner,3,5.0,2026-01-30
ASS001230,EMP0272,Communication,Advanced,4,4.0,2025-12-25
ASS001231,EMP0272,Azure,Advanced,3,,2026-03-11
ASS001232,EMP0272,Excel,Expert,4,,2026-02-10
ASS001233,EMP0273,Data Analysis,Expert,3,4.0,2026-03-16
ASS001234,EMP0273,Machine Learning,Expert,4,4.0,2026-04-30
